Filial;Pedido;Ped EBS;Razão Social;Fim Ciclo;OTIF;ON_TIME;IN_FULL;Data Emissão;Data Previsão;Data Ult Ent;Prev KG;Entregue KG;Cancel KG;Pendente KG;CNPJ
20;37840186;33539714;PATRICIA NEVES FEITOSA FERRO SOARES;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;5600;5600;0;0;3,16012E+13
20;37840187;33539716;PATRICIA NEVES FEITOSA FERRO SOARES;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;12000;12000;0;0;3,16012E+13
20;37840188;33539719;PATRICIA NEVES FEITOSA FERRO SOARES;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;8800;8800;0;0;3,16012E+13
421;15379037;33490698;MARIA VALDENE MOREIRA DE MENEZES - ME;S;N;N;N;20/01/2022;27/01/2022;03/02/2022;73,63;71,23;2,4;-1,42E-14;6,9714E+13
01M;50453126;33538897;MERCANTIL MEDEIROS LTDA;N;;;;28/01/2022;31/01/2022;03/02/2022;15844,1;15297,2;0;546,9;6,35636E+13
433;12770520;33554433;P N COMERC LTDA;N;;;;31/01/2022;02/02/2022;03/02/2022;529,4;305;0;224,4;3,52983E+13
433;12770521;33554434;P N COMERC LTDA;N;;;;31/01/2022;02/02/2022;03/02/2022;470,936;423,192;0;47,744;3,52983E+13
433;12770522;33554435;P N COMERC LTDA;N;;;;31/01/2022;02/02/2022;03/02/2022;693,105;530,965;0;162,14;3,52983E+13
433;21698476;33553668;MEDEIROS E MAIA LTDA;N;;;;31/01/2022;02/02/2022;03/02/2022;1013,765;886,613;0;127,152;5,84641E+12
433;21698492;33560164;MEDEIROS E MAIA LTDA;N;;;;01/02/2022;02/02/2022;03/02/2022;109,2;48;0;61,2;5,84641E+12
01M;52821171;33554409;LUCIA DE FATIMA PESSOA FARIAS ME;N;;;;31/01/2022;03/02/2022;03/02/2022;957,52;526,32;0;431,2;4,15611E+13
421;36493528;33518413;LUIZ GONZAGA BARBOSA 75183633720;S;S;S;S;25/01/2022;03/02/2022;03/02/2022;30;30;0;0;4,46474E+13
421;70074351;33536922;ANTONIO DERLANIO DE OLIVEIRA - ME;S;N;S;N;28/01/2022;03/02/2022;03/02/2022;138;130,2;7,8;0;1,34164E+13
23;68128742;33566841;G V GOMES PESSOA CABRAL ME;N;;;;02/02/2022;03/02/2022;03/02/2022;198,768;128,098;3;67,67;2,35227E+13
421;90070889;33539386;ADRIANO ALEXANDRE MARTINS ME;S;S;S;S;28/01/2022;10/02/2022;03/02/2022;8;8;0;0;6,23369E+12
20;69590652;33524456;ROSA SOBREIRA BANDEIRA LOPES 39982009320;S;N;S;N;26/01/2022;04/02/2022;03/02/2022;80,38;76,18;4,2;-1,42E-14;4,00168E+13
20;58581800;33561670;WELLINGTON DE BRITO 01527875342;S;N;S;N;01/02/2022;03/02/2022;03/02/2022;91,72;57,3678492;34,3521508;0;3,60064E+13
21;11796871;33496804;JOINA LUCIA PAIXAO PENHA SOARES 01028525370;S;N;N;S;21/01/2022;28/01/2022;03/02/2022;30,8;30,8;0;0;2,6752E+13
21;11796911;33527978;JOINA LUCIA PAIXAO PENHA SOARES 01028525370;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;189,1;184,9;4,2;0;2,6752E+13
21;11796912;33527980;JOINA LUCIA PAIXAO PENHA SOARES 01028525370;S;S;S;S;27/01/2022;04/02/2022;03/02/2022;10;10;0;0;2,6752E+13
421;16627092;33442457;PARA TY SUPERMERCADOS LTDA;S;N;N;N;11/01/2022;17/01/2022;03/02/2022;391,78;367,54;24,24;-5,68E-14;1,72578E+13
421;16627183;33518402;PARA TY SUPERMERCADOS LTDA;N;;;;25/01/2022;31/01/2022;03/02/2022;434,434;396,234;0;38,2;1,72578E+13
421;16627208;33559761;PARA TY SUPERMERCADOS LTDA;N;;;;31/01/2022;07/02/2022;03/02/2022;714,376;535,896;0;178,48;1,72578E+13
421;90070891;33539640;SALVADOR SOARES BATISTA ME;S;S;S;S;28/01/2022;10/02/2022;03/02/2022;7;7;0;0;2,37292E+13
23;64211368;33339868;G N ARAGAO DANTAS;S;N;N;N;21/12/2021;24/12/2021;03/02/2022;221,732;186,812;34,92;2,84E-14;1,19842E+13
421;51365261;33492852;LUCIO ATIONAZIO FURTADO NERI - ME;N;;;;20/01/2022;27/01/2022;03/02/2022;343,5;299,325;0;44,175;1,95446E+13
21;25152402;33546245;H. P. SANTOS COMERCIO LTDA - EPP;S;N;N;N;29/01/2022;02/02/2022;03/02/2022;269,068;220,252;48,816;0;4,25023E+13
21;25152403;33546248;H. P. SANTOS COMERCIO LTDA - EPP;S;N;N;S;29/01/2022;02/02/2022;03/02/2022;58;58;0;0;4,25023E+13
01M;90569506;33565908;ERONILDO MARCELO DA SILVA 05084633357;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;119,48;93,1;26,38;1,42E-14;3,95531E+13
01M;90569507;33565909;ERONILDO MARCELO DA SILVA 05084633357;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;42,368;42,368;0;0;3,95531E+13
23;51109096;33450252;MERCADINHO IDEAL EIRELI;S;N;N;N;13/01/2022;20/01/2022;03/02/2022;43,3;39,4;3,9;0;1,65632E+12
23;51109124;33515355;MERCADINHO IDEAL EIRELI;S;N;N;N;25/01/2022;28/01/2022;03/02/2022;86,2;76,2;10;0;1,65632E+12
433;90120033;33490624;REBOUCAS SUPERMERCADO LTDA;S;N;N;N;20/01/2022;26/01/2022;03/02/2022;3322,508;3266,708;55,8;-4,55E-13;4,99553E+12
01M;67121673;33567216;FRANCISCO THIAGO RODRIGUES LOPES 0146813;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;39,04;33,04;6;0;3,92922E+13
433;40321159;33443043;MANOEL MINERVINO NETO ME;N;;;;12/01/2022;17/01/2022;03/02/2022;152,225;133,025;0;19,2;2,45944E+13
23;51109092;33512777;GESSICA CAROLINE RODRIGUES DOS SANTOS ALMEIDA 03892901309;S;N;N;S;11/01/2022;17/01/2022;03/02/2022;41,4;41,4;0;0;2,9591E+13
23;51109123;33515344;GESSICA CAROLINE RODRIGUES DOS SANTOS ALMEIDA 03892901309;S;N;N;N;25/01/2022;28/01/2022;03/02/2022;425,307;352,532;72,775;0;2,9591E+13
23;51109122;33509712;F. CAVALCANTE LTDA;S;N;N;N;24/01/2022;28/01/2022;03/02/2022;89,48;62,79;26,69;0;1,16382E+13
01M;93819315;33461495;PARENTE DISTRIB DE ALIM LTDA;N;;;;14/01/2022;18/01/2022;03/02/2022;1505,674;1376,516;0;129,158;1,196E+12
01M;93819400;33567403;PARENTE DISTRIB DE ALIM LTDA;N;;;;02/02/2022;03/02/2022;03/02/2022;2213,04;1983,12;0;229,92;1,196E+12
01M;93819401;33567404;PARENTE DISTRIB DE ALIM LTDA;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;1192;1192;0;0;1,196E+12
421;75445822;33512733;JEORDANA RAMOS DE ALMEIDA CORDEIRO DOS SANTOS - ME;S;N;S;N;24/01/2022;03/02/2022;03/02/2022;136,364;130,364;6;0;4,35103E+13
426;59310317;33379730;MATEUS SUPERMERCADOS S/A;N;;;;29/12/2021;04/01/2022;03/02/2022;50756,424;49373,104;0;1383,32;3,99552E+12
426;59310321;33385947;MATEUS SUPERMERCADOS S/A;S;N;N;S;30/12/2021;04/01/2022;03/02/2022;12475;12475;0;0;3,99552E+12
421;90070888;33539385;CLEONICE RODRIGUES DE LIMA 45693820378;S;S;S;S;28/01/2022;10/02/2022;03/02/2022;2,94;2,94;0;0;2,68389E+13
421;52552412;33529872;VERA LUCIA VIEIRA COUTINHO ME;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;31,76;29,76;2;0;9,97886E+11
01M;11061068;33561166;MERCANTIL SANTA MONICA LTDA - ME;S;N;S;N;01/02/2022;03/02/2022;03/02/2022;145,7;122,7;23;0;1,0251E+13
421;70074333;33531586;PINHEIRO & DINIZ COMERCIO LTDA;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;177,8;171,2;6,6;2,84E-14;1,18924E+13
421;15379036;33490696;RAIMUNDO EVANGELISTA DE MENEZES ME;S;N;N;N;20/01/2022;27/01/2022;03/02/2022;34;31,6;2,4;0;6,34948E+13
421;75445743;33444104;PORTO SEGURO COMERCIO DE PRODUTOS ALIMEN;S;N;N;N;12/01/2022;24/01/2022;03/02/2022;199,74;194,34;5,4;2,84E-14;2,37419E+13
421;75445847;33521797;PORTO SEGURO COMERCIO DE PRODUTOS ALIMEN;S;N;S;N;26/01/2022;04/02/2022;03/02/2022;1532,908;1467,808;65,1;0;2,37419E+13
20;69590665;33534261;ANTONIO DIOGENES SALDANHA 37015486334;S;N;S;N;27/01/2022;04/02/2022;03/02/2022;62,31;58,95;3,36;0;2,45727E+13
21;11796848;33489163;JAQUELINE DE J L COSTA - EPP;S;N;N;N;20/01/2022;28/01/2022;03/02/2022;250,264;247,24;3,024;2,84E-14;2,3336E+13
421;31554634;33515996;JANIEIRE BRASIL TAVARES 13127947801;S;N;S;N;25/01/2022;03/02/2022;03/02/2022;37;26,2;10,8;0;3,06974E+13
23;12524372;33566098;V. CARVALHO JUNIOR;N;;;;02/02/2022;03/02/2022;03/02/2022;148,08;112,88;0;35,2;4,25305E+12
01M;13371062;33566701;MERCANTIL DOCE MEL LTDA ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;111,19;97,14;14,05;0;2,35574E+13
21;89562235;33516198;E PACHECO BARROS;N;;;;21/01/2022;27/01/2022;03/02/2022;902,104;790,194;0;111,91;3,67519E+13
01M;66017969;33495679;SAPORE S/A;S;S;S;S;20/01/2022;03/02/2022;03/02/2022;2200;2200;0;0;6,79451E+13
01M;70263299;33559099;GML COMERCIO VAREJISTA LTDA - ME;S;N;S;N;31/01/2022;03/02/2022;03/02/2022;982,792;842,336;140,456;0;2,97604E+13
20;93766849;33566851;ANTONIO DE BRITO CABOCLO - ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;42,08;37,28;4,8;0;1,33898E+13
421;15379064;33515139;ANTELMA FERREIRA GRIGORIO - ME;N;;;;25/01/2022;03/02/2022;03/02/2022;132,1;91,9;0;40,2;2,92753E+13
433;53183341;33567586;J M G DE OLIVEIRA MASSAS ALIMENTICIAS;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;250;250;0;0;2,35121E+13
433;53183342;33567587;J M G DE OLIVEIRA MASSAS ALIMENTICIAS;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;250;250;0;0;2,35121E+13
433;53183343;33567686;J M G DE OLIVEIRA MASSAS ALIMENTICIAS;S;S;S;S;02/02/2022;03/02/2022;03/02/2022;250;250;0;0;2,35121E+13
23;18916571;33562911;DEANE F DE SOUSA ME;N;;;;01/02/2022;03/02/2022;03/02/2022;83,02;64,42;0;18,6;1,5068E+13
421;70074287;33508980;ANTONIA JHANE KESIA ALVES ANDRADE 63904039334;S;N;S;N;24/01/2022;03/02/2022;03/02/2022;154,04;137,04;17;0;1,45359E+13
23;42746798;33559806;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;S;N;S;N;27/01/2022;07/02/2022;03/02/2022;1930,727;1369,961;560,766;2,27E-13;3,18381E+13
23;42746800;33559862;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;S;S;S;S;31/01/2022;07/02/2022;03/02/2022;20;20;0;0;3,18381E+13
20;27439335;33567437;MARIA SANDRA FERREIRA - ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;34,958;29,678;5,28;0;1,7683E+13
23;68128746;33566876;PAULO SERGIO DE S BRITO - ME;N;;;;02/02/2022;03/02/2022;03/02/2022;27,6;16,72;0;10,88;2,49672E+13
433;46380209;33300684;SENDAS DISTRIBUIDORA S/A;S;N;N;S;08/12/2021;16/12/2021;03/02/2022;7500;7500;0;0;6,05722E+12
433;46672670;33286519;SENDAS DISTRIBUIDORA S/A;S;N;N;S;28/10/2021;15/12/2021;03/02/2022;468;468;0;0;6,05722E+12
433;46672671;33286521;SENDAS DISTRIBUIDORA S/A;S;N;N;S;16/11/2021;15/12/2021;03/02/2022;468;468;0;0;6,05722E+12
433;46672687;33286524;SENDAS DISTRIBUIDORA S/A;S;N;N;S;08/12/2021;15/12/2021;03/02/2022;10443,66;10443,66;0;0;6,05722E+12
433;46673487;33300683;SENDAS DISTRIBUIDORA S/A;S;N;N;S;16/11/2021;16/12/2021;03/02/2022;24;24;0;0;6,05722E+12
433;46673499;33300828;SENDAS DISTRIBUIDORA S/A;S;N;N;S;08/12/2021;16/12/2021;03/02/2022;9357,312;9357,312;0;0;6,05722E+12
433;7797006;33068807;SENDAS DISTRIBUIDORA S/A;S;N;N;S;28/10/2021;16/11/2021;03/02/2022;682;682;0;0;6,05722E+12
01M;24020113;33515596;MERCANTIL EXITO LTDA;N;;;;25/01/2022;26/01/2022;03/02/2022;642,16;594,52;0;47,64;1,09621E+13
01M;24020156;33542212;MERCANTIL EXITO LTDA;N;;;;28/01/2022;01/02/2022;03/02/2022;690,35;519,349;0;171,001;1,09621E+13
21;59537621;33561521;PRODUTOS ALIMENTICIOS RIBAMAR CUNHA LTDA;N;;;;31/01/2022;09/02/2022;03/02/2022;1578,04;1150,04;0;428;6,35418E+13
21;59537626;33561628;PRODUTOS ALIMENTICIOS RIBAMAR CUNHA LTDA;S;S;S;S;31/01/2022;10/02/2022;03/02/2022;6400;6400;0;0;6,35418E+13
20;59841353;33483925;FRANCISCO DEUSIMAR ARAUJO DANTAS - EPP;S;N;N;N;19/01/2022;20/01/2022;03/02/2022;76,8;74,4;2,4;-1,42E-14;1,81775E+12
20;59841463;33557180;FRANCISCO DEUSIMAR ARAUJO DANTAS - EPP;S;N;S;N;01/02/2022;03/02/2022;03/02/2022;88,56;66,48;22,08;0;1,81775E+12
433;20128655;33553847;SUPERCOP ZONA SUL EIRELI;N;;;;31/01/2022;02/02/2022;03/02/2022;217,044;151,014;0;66,03;9,37358E+12
433;20128656;33553950;SUPERCOP ZONA SUL EIRELI;N;;;;31/01/2022;02/02/2022;03/02/2022;145;97,6;0;47,4;9,37358E+12
433;20128657;33553963;SUPERCOP ZONA SUL EIRELI;N;;;;31/01/2022;02/02/2022;03/02/2022;105,26;91,12;0;14,14;9,37358E+12
21;25152414;33555218;ANA LIGIA MENEZES DE SOUZA FRANCA;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;852,256;635,576;216,68;-1,14E-13;2,99731E+13
21;25152418;33555245;ANA LIGIA MENEZES DE SOUZA FRANCA;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;194,368;179,168;15,2;0;2,99731E+13
21;25152419;33555247;ANA LIGIA MENEZES DE SOUZA FRANCA;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;481,884;238,416;243,468;0;2,99731E+13
01M;93557003;33560646;SUPERMERCADO NS DE FATIMA LTDA;S;N;N;S;01/02/2022;02/02/2022;03/02/2022;200;200;0;0;3,80386E+12
433;20128662;33555773;SUPERMERCADO PONTO KENTE LTDA - EPP;N;;;;31/01/2022;02/02/2022;03/02/2022;285,956;237,056;0;48,9;7,97301E+12
20;80880018;33458570;L. LEANDRO DA SILVA MERCADINHO;N;;;;14/01/2022;20/01/2022;03/02/2022;289,802;229,042;16;44,76;3,54738E+12
20;80880119;33533738;L. LEANDRO DA SILVA MERCADINHO;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;103,784;60,264;43,52;0;3,54738E+12
20;59841459;33556484;JOSE RILDO ALVES DA COSTA ME;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;200;200;0;0;6,93592E+13
20;59841460;33556520;JOSE RILDO ALVES DA COSTA ME;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;108;96,69976;11,30024;0;6,93592E+13
421;90070840;33524673;JOZAFA HENRIQUE CAVALCANTE 71202811353;S;N;S;N;26/01/2022;03/02/2022;03/02/2022;45,48;35,08;10,4;0;1,77165E+13
23;42745855;33526907;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;S;N;N;N;27/01/2022;28/01/2022;03/02/2022;25,768;12,168;13,6;0;3,18381E+13
23;42746841;33561380;DISTRIBUICAO DE ALIMENTOS VANGUARDA S/A;S;N;N;N;31/01/2022;02/02/2022;03/02/2022;441,941;326,057;115,884;-5,68E-14;3,18381E+13
23;18916575;33563403;M DO ROSARIO PEREIRA SOUSA;N;;;;01/02/2022;03/02/2022;03/02/2022;77,15;75,95;0;1,2;3,15193E+13
421;92213488;33521621;JANIELY FERREIRA DE CARVALHO - ME;S;N;S;N;26/01/2022;03/02/2022;03/02/2022;208,128;176,008;32,12;-2,84E-14;2,16788E+13
433;62121493;33248270;NUNES & CARVALHO SUPERMERCADO LTDA;N;;;;07/12/2021;10/12/2021;03/02/2022;1151,926;1145,726;0;6,2;1,95598E+13
433;62121631;33446591;NUNES & CARVALHO SUPERMERCADO LTDA;N;;;;12/01/2022;19/01/2022;03/02/2022;986,922;943,222;0;43,7;1,95598E+13
21;25152451;33567156;R F. BEZERRA COMERCIO-EPP;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;354,864;230,494;124,37;-5,68E-14;1,50968E+13
433;93112868;33304411;N L CAVALCANTE SUPERMERCADO LTDA ME;N;;;;15/12/2021;20/12/2021;03/02/2022;998,668;955,828;0;42,84;2,98211E+13
433;93112966;33438601;N L CAVALCANTE SUPERMERCADO LTDA ME;N;;;;11/01/2022;17/01/2022;03/02/2022;1205,868;1136,148;0;69,72;2,98211E+13
433;93113017;33512973;N L CAVALCANTE SUPERMERCADO LTDA ME;N;;;;25/01/2022;31/01/2022;03/02/2022;276,768;265,248;0;11,52;2,98211E+13
433;93113038;33539707;N L CAVALCANTE SUPERMERCADO LTDA ME;S;N;N;S;28/01/2022;02/02/2022;03/02/2022;127,375;127,375;0;0;2,98211E+13
433;93113039;33539710;N L CAVALCANTE SUPERMERCADO LTDA ME;N;;;;28/01/2022;02/02/2022;03/02/2022;150;30;0;120;2,98211E+13
433;93113040;33539712;N L CAVALCANTE SUPERMERCADO LTDA ME;S;N;N;S;28/01/2022;02/02/2022;03/02/2022;0,96;0,96;0;0;2,98211E+13
433;93113066;33559719;N L CAVALCANTE SUPERMERCADO LTDA ME;N;;;;31/01/2022;07/02/2022;03/02/2022;270,39;244,19;0;26,2;2,98211E+13
23;68128745;33566853;MERCADINHO SOUZA RIOS LTDA ME;N;;;;02/02/2022;03/02/2022;03/02/2022;37,54;32,14;0;5,4;6,73115E+12
01M;78621016;33519049;HAF DISTRIB LTDA;S;S;S;S;25/01/2022;09/02/2022;03/02/2022;14817,6;14817,6;0;0;1,99204E+12
20;58581808;33564516;RAIMUNDA DA CONCEICAO F. ALVES - ME;S;S;S;S;01/02/2022;03/02/2022;03/02/2022;27,632;26,8752824;0,7567176;3,55E-15;2,98253E+12
23;29563320;33511092;J C CARDOSO EIRELI;S;N;N;N;24/01/2022;31/01/2022;03/02/2022;1828,846;1514,028;314,818;0;7,4701E+12
433;79588391;33379450;A L URBANO & CIA LTDA;S;N;N;N;29/12/2021;05/01/2022;03/02/2022;1499,54;1383,22;116,32;0;7,11064E+12
21;71510451;33521155;FRANCISCO ELDSON MAGALHAES SILVA;N;;;;26/01/2022;02/02/2022;03/02/2022;1798,3;1413,556;0;384,744;1,07507E+13
21;71510452;33521166;FRANCISCO ELDSON MAGALHAES SILVA;N;;;;26/01/2022;02/02/2022;03/02/2022;36,675;35,715;0;0,96;1,07507E+13
21;23919063;33559061;R S DOS RAMOS NETO;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;1500;1500;0;0;1,07273E+13
21;30266685;33559024;R S DOS RAMOS NETO;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;160;160;0;0;1,07273E+13
01M;950879;33535341;SUPERMERCADO SAO FRANCISCO LTDA;N;;;;27/01/2022;01/02/2022;03/02/2022;554,32;491,64;0;62,68;8,44221E+12
01M;950880;33535343;SUPERMERCADO SAO FRANCISCO LTDA;S;N;N;N;27/01/2022;01/02/2022;03/02/2022;1022,86;1010,86;12;0;8,44221E+12
01M;950905;33562928;SUPERMERCADO SAO FRANCISCO LTDA;S;S;S;S;01/02/2022;03/02/2022;03/02/2022;262,48;262,48;0;0;8,44221E+12
433;62121511;33261774;JEAN CARLOS JALES DINIZ - ME;S;N;N;S;09/12/2021;16/12/2021;03/02/2022;176,4;176,4;0;0;1,43394E+12
433;62121514;33261781;JEAN CARLOS JALES DINIZ - ME;S;N;N;N;09/12/2021;16/12/2021;03/02/2022;111,464;107,464;4;0;1,43394E+12
433;62121624;33431418;JEAN CARLOS JALES DINIZ - ME;S;N;N;S;10/01/2022;14/01/2022;03/02/2022;244,6;244,6;0;0;1,43394E+12
433;62121625;33431419;JEAN CARLOS JALES DINIZ - ME;S;N;N;N;10/01/2022;14/01/2022;03/02/2022;393,5;375,1;18,4;0;1,43394E+12
20;73166196;33559197;CARIRI CENTER SUPERMERCADOS EIRELI;N;;;;31/01/2022;02/02/2022;03/02/2022;3066;2226;0;840;1,5689E+13
433;32466726;33398202;TARGINO & FERNANDES COMERCIO VAREJISTA LTDA - ME;N;;;;03/01/2022;10/01/2022;03/02/2022;159,29;156,89;0;2,4;4,27423E+12
433;32466727;33398203;TARGINO & FERNANDES COMERCIO VAREJISTA LTDA - ME;N;;;;03/01/2022;10/01/2022;03/02/2022;138,004;118,684;0;19,32;4,27423E+12
433;32466728;33398204;TARGINO & FERNANDES COMERCIO VAREJISTA LTDA - ME;N;;;;03/01/2022;10/01/2022;03/02/2022;104,4;102;0;2,4;4,27423E+12
433;32466778;33478736;TARGINO & FERNANDES COMERCIO VAREJISTA LTDA - ME;N;;;;18/01/2022;24/01/2022;03/02/2022;167,474;144,254;0;23,22;4,27423E+12
21;66788909;33525929;LUCILENE ABREU DOS SANTOS 92642845320;S;N;N;S;21/01/2022;28/01/2022;03/02/2022;52,174;52,174;0;0;3,03362E+13
01M;93819360;33530717;QUEIROZ & QUEIROZ COMERCIO E TRANSPORTES;N;;;;27/01/2022;28/01/2022;03/02/2022;1530,45;1414,1;0;116,35;7,40034E+12
01M;93819388;33559147;QUEIROZ & QUEIROZ COMERCIO E TRANSPORTES;S;N;N;S;31/01/2022;02/02/2022;03/02/2022;5500;5500;0;0;7,40034E+12
433;62121685;33523111;SUPERMERCADO DINIZ LTDA;N;;;;26/01/2022;31/01/2022;03/02/2022;122,4;98,4;0;24;5,128E+12
433;62121686;33523112;SUPERMERCADO DINIZ LTDA;N;;;;26/01/2022;31/01/2022;03/02/2022;173,984;166,76;0;7,224;5,128E+12
433;62121687;33523113;SUPERMERCADO DINIZ LTDA;N;;;;26/01/2022;31/01/2022;03/02/2022;173,509;164,269;0;9,24;5,128E+12
421;51024761;33431468;SUPERMERCADO ECONOMICO LTDA - EPP;N;;;;10/01/2022;21/01/2022;03/02/2022;1606,848;1535,42;4,8;66,628;1,23381E+13
421;20071697;33414613;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;S;N;N;N;06/01/2022;11/01/2022;03/02/2022;3729;3609;120;0;7,18263E+12
421;20071746;33457797;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;S;N;N;S;13/01/2022;18/01/2022;03/02/2022;578,6;578,6;0;1,14E-13;7,18263E+12
421;20071747;33457798;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;N;;;;13/01/2022;18/01/2022;03/02/2022;969,585;822,885;0;146,7;7,18263E+12
421;20071751;33457802;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;N;;;;14/01/2022;18/01/2022;03/02/2022;671,96;371,888;0;300,072;7,18263E+12
421;20071790;33494298;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;S;N;N;S;20/01/2022;25/01/2022;03/02/2022;3466,352;3466,352;0;0;7,18263E+12
421;20071795;33497030;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;S;N;N;S;21/01/2022;25/01/2022;03/02/2022;56,88;56,88;0;7,11E-15;7,18263E+12
421;20071849;33533826;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;N;;;;27/01/2022;01/02/2022;03/02/2022;4011,882;3656,982;0;354,9;7,18263E+12
421;20071863;33539804;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;S;N;N;N;28/01/2022;01/02/2022;03/02/2022;927,804;535,3;392,504;0;7,18263E+12
421;20071864;33539806;JOSE STENIO DAMASCENO JUNIOR & CIA LTDA;S;N;N;S;28/01/2022;01/02/2022;03/02/2022;8;8;0;0;7,18263E+12
433;90120016;33391048;CENTRAL DISTRIBUIDORA DE ALIMENTOS LTDA;S;N;N;N;31/12/2021;05/01/2022;03/02/2022;1565,826;1329,306;236,52;0;9,30523E+12
433;62121620;33418072;HELENICE RODRIGUES REBOUCAS ME;N;;;;07/01/2022;12/01/2022;03/02/2022;845,324;813,524;0;31,8;1,10132E+13
23;75881257;33539652;FRANCISCO DE SOUSA ARAUJO ME;S;N;S;N;28/01/2022;08/02/2022;03/02/2022;426,24;393,24;33;0;5,79458E+12
433;62121628;33439150;H J L DE V PEIXOTO SUPERMERCADO - ME;N;;;;11/01/2022;14/01/2022;03/02/2022;1566,042;1550,474;0;15,568;1,70916E+13
433;62121679;33516704;H J L DE V PEIXOTO SUPERMERCADO - ME;N;;;;25/01/2022;28/01/2022;03/02/2022;133,86;95,46;0;38,4;1,70916E+13
421;70074352;33537055;A DANTAS E BRAZ MERCADINHO LTDA  - ME;S;N;S;N;28/01/2022;03/02/2022;03/02/2022;67,22;56,82;10,4;0;7,24385E+13
421;70074353;33537853;A DANTAS E BRAZ MERCADINHO LTDA  - ME;S;S;S;S;28/01/2022;03/02/2022;03/02/2022;100;100;0;0;7,24385E+13
23;51109120;33509710;COMERC SANTA LUCIA LTDA;S;N;N;N;24/01/2022;28/01/2022;03/02/2022;521,64;467,54;54,1;0;2,09748E+11
01M;6578791;33558547;SUPERMERCADO MORANGUINHO LTDA;N;;;;31/01/2022;03/02/2022;03/02/2022;2025,798;1299,149;0;726,649;1,16598E+13
421;15379030;33490681;A R MOREIRA SAMPAIO ME;S;N;N;N;20/01/2022;27/01/2022;03/02/2022;32,03;24,475;7,555;0;5,88918E+12
20;69590596;33474078;GEAZI FREIRE BARBOSA 78360374368;S;N;N;N;17/01/2022;27/01/2022;03/02/2022;34,92;32,76;2,16;0;2,70635E+13
421;74273216;33479892;MARIA JOUZIANE DA SILVA LIMA 04530706397;N;;;;18/01/2022;27/01/2022;03/02/2022;70,77;17;26,43;27,34;3,3915E+13
421;90070853;33534107;RENATO CARVALHO FACUNDO 87599880372;S;N;S;N;27/01/2022;03/02/2022;03/02/2022;46,79;42,475;4,315;0;3,77507E+13
433;62121629;33439440;H J L DE V PEIXOTO SUPERMERCADO - ME;N;;;;11/01/2022;17/01/2022;03/02/2022;2149,35;2067,898;0;81,452;1,70916E+13
433;62121678;33516703;H J L DE V PEIXOTO SUPERMERCADO - ME;N;;;;25/01/2022;28/01/2022;03/02/2022;106,48;81,72;0;24,76;1,70916E+13
433;62121701;33551125;H J L DE V PEIXOTO SUPERMERCADO - ME;N;;;;31/01/2022;04/02/2022;03/02/2022;1626,978;1381,946;0;245,032;1,70916E+13
01M;78704569;33567169;RAIMUNDO NONATO DA PONTE FILHO - ME;S;N;S;N;02/02/2022;03/02/2022;03/02/2022;136,72;128,72;8;0;6,88083E+12
01M;87385411;33444416;MEGA COMERCIO EIRELI - ME;N;;;;12/01/2022;13/01/2022;03/02/2022;467,184;418,644;6;42,54;2,60856E+13
01M;87385468;33497959;MEGA COMERCIO EIRELI - ME;N;;;;21/01/2022;24/01/2022;03/02/2022;808,8;733,92;0;74,88;2,60856E+13
